name,age,mer,mer_type,mer_age,insurancecompany,policynumber,deathbenefit,productname,client,gmbh_num,change_owner_sent_date,aniversarydate,premiumadvancedate,max_anni_review_date,last_coi_date,date_addl_prem_due,calc_method,product_carrier_take_coi_age,date_addl_prem_paid,date_carrier_confirmed_premium,annualstatementdate,view_policy_value_stmt_req_latest_annual_stmt.request_sent_by,view_policy_value_stmt_req_latest_annual_stmt.date_received,view_policy_value_stmt_req_latest_policy_values.request_sent_by,view_policy_value_stmt_req_latest_policy_values.date_received,rerequest,request_made_by,request_sent_via,fpdate,reason,illustration_rec,view_illustration_latest_scenario1_service.illustration_issue,view_illustration_latest_scenario1_service.filetime,product_carrier_will_run_minpa,view_illustration_latest_select_scenarios_2.illustration run date,view_illustration_latest_select_scenarios_2.illustration_issue,min pay illustration age,view_illustration_latest_other.illustration run date,view_illustration_latest_other.illustration_issue,other illustration age,date_of_death,kbc_decision,date_request_made,request_sent_to,date_submitted_carrier,view_policy_value_stmt_req_latest_voc.request_sent_by,view_policy_value_stmt_req_latest_voc.most_recent_received,view_policy_value_stmt_req_latest_voc.complete_flag,coll_rel_agrmnt_date,viewlatest_rate_increase_notification.correspondence_type,date_recvd,effective_date,gender,dob,issueage,sub_tracking_ssn_d,ssn_issue,mpic_provider,mpic_effectivedate,stateofissue,policy_type,product_type,death_benefit_type,note_purchaser,endorsee,policiesid,program,view_policy_consolidated.provider,ilittrustee,loanagreementdate,view_policy_value_stmt_req_latest_policy_values.complete_flag,request_made,view_policy_value_stmt_req_latest_policy_values.most_recent_received,strike_price_paid,adj_strike_price_check,original_strike_price_check,rerequest_check,age_of_illustration,ltr_22_month_response,confirmed_lapse_date,rate_increase,new_owner_name,request_type,view_policy_lonsdale_status_latest.status,payoff_date_service,purchaser,view_best_purchaser_offer_accepted.provider,owner,policies.status,cv,csv,monthly_ga,annual_ga,shaow_acct,coi_estimated,view_policy_value_stmt_req_latest_annual_stmt.most_recent_submitted_carrier,view_policy_value_stmt_req_latest_policy_values.most_recent_submitted_carrier,view_policy_performance_latest.filetime,view_latest_rate_change_notification.correspondence_type,date request sent to carrier,view_illustration_latest_select_scenarios.illustration run date,ssn,mer_need_sep_req,rop,total_death_benefit,db_change,partial_surrender_amount,nullnumberforcrystal,illustration open
"Bernard, Marcel",87.26,NULL,NULL,NULL,Phoenix,97522723,4000000.00,PAUL III 0906,,NULL,2011-05-19 23:54:10.000,2007-08-06 22:18:37.000,NULL,2016-08-31 07:00:00.000,2017-07-06 07:00:00.000,2017-09-06 07:00:00.000,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:46:28.937,2016-08-05 15:54:05.000,NULL,NULL,Lauren,2017-04-25 16:17:36.000,NULL,NULL,NULL,NULL,NULL,2017-03-01 21:22:42.000,NULL,2017-03-02 21:24:31.137,Yes,2017-03-01 21:20:48.000,NULL,8.809993,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-21 00:40:46.000,Sabine,2011-05-24 15:33:38.000,Yes,NULL,Rate Increase Notification,2011-10-31 07:00:00.000,2012-08-06 07:00:00.000,Male,1930-08-21 07:00:00.000,77,NULL,NULL,NULL,NULL,WI,Single Life,UL,ROP,NULL,NULL,Q6UJ9A003T62,1,Lonsdale,"Brouner, J. Frederic",2007-11-15 20:34:12.000,Yes,2017-03-01 21:22:36.000,2017-04-25 16:17:36.000,NULL,NULL,NULL,F,8.809993,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Surrender,NULL,NULL,NULL,Pacifica,Surrender,F,T,F,F,F,F,NULL,2017-04-25 16:17:31.000,2016-08-31 15:54:27.590,Rate Increase Notification,2017-03-01 21:20:42.000,2017-03-01 21:20:48.000,579421050,NULL,T,6122444.0000,NULL,NULL,NULL,NULL
"Bortz, Elaine",89.14,NULL,NULL,NULL,Phoenix,97522875,3500000.00,PAUL III 0906,,NULL,2011-03-31 22:46:09.000,2007-04-02 07:00:00.000,NULL,2017-05-12 07:00:00.000,2017-07-02 07:00:00.170,2017-09-02 07:00:00.170,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:47:54.120,2017-04-01 16:33:40.000,Sabine,2011-04-13 18:56:12.000,Shannon,2017-04-04 15:04:21.000,NULL,NULL,NULL,NULL,NULL,2017-02-03 18:55:37.000,NULL,2017-02-24 18:56:25.690,Yes,2017-02-03 18:56:57.000,NULL,9.664694,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 20:35:37.000,Scott,2011-05-23 23:26:20.000,Yes,NULL,Rate Increase Notification,2011-10-24 07:00:00.000,2012-04-02 07:00:00.000,Female,1928-10-02 07:00:00.000,78,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A003UYD,9,Oceanus,"Williams, D. John",2007-08-08 08:00:00.000,Yes,2017-02-03 18:55:30.000,2017-04-04 15:04:21.000,2009-06-10 12:31:41.000,NULL,T,F,9.664694,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1: Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,F,2011-04-13 17:03:35.000,2017-04-04 15:04:15.000,2017-04-27 17:01:31.580,Rate Increase Notification,2017-02-03 18:56:47.000,2017-02-03 18:56:57.000,208228314,NULL,F,3500000.0000,NULL,NULL,NULL,NULL
"Chang, Bin",81.72,NULL,NULL,NULL,Phoenix ,97522877,35000000.00,PAUL III 0906,,NULL,2011-03-24 23:51:12.000,2007-09-02 20:39:47.000,NULL,2016-09-30 07:00:00.000,2017-07-02 07:00:00.573,2017-09-02 07:00:00.573,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:50:24.520,2016-09-01 17:38:39.000,Crystal,2009-09-11 22:51:27.000,Lauren,2017-04-25 16:18:28.000,NULL,NULL,NULL,NULL,NULL,2017-01-26 18:59:00.000,NULL,2017-02-24 18:59:58.130,Yes,2017-01-26 19:00:24.000,NULL,9.927679,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 20:34:11.000,Scott,2011-05-23 23:27:16.000,Yes,NULL,Rate Increase Notification,2011-10-31 07:00:00.000,2012-09-02 07:00:00.000,Male,1936-03-06 08:00:00.000,71,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A003XCU,9,Oceanus,"Williams, D. Catherine",2007-10-22 08:00:00.000,Yes,2017-01-26 18:58:46.000,2017-04-25 16:18:28.000,2009-08-24 10:19:06.000,T,NULL,F,9.927679,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1: Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,F,2009-09-09 22:51:24.000,2017-04-25 16:18:23.000,2016-09-22 17:38:56.277,Rate Increase Notification,2017-01-26 19:00:12.000,2017-01-26 19:00:24.000,529602718,NULL,F,35000000.0000,NULL,NULL,NULL,NULL
"Weiser, Judith",84.61,NULL,NULL,NULL,Phoenix,97516324,20000000.00,PAUL II,,NULL,2009-05-19 21:28:13.000,2006-02-03 08:00:00.000,NULL,2017-04-05 07:00:00.000,2017-07-03 07:00:00.410,2017-09-03 07:00:00.410,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:51:18.357,2017-02-02 18:55:19.000,NULL,NULL,Shannon,2017-04-26 21:04:48.000,NULL,NULL,NULL,NULL,NULL,2017-02-07 21:48:35.000,NULL,2017-02-23 21:49:29.103,Yes,2017-02-07 21:50:06.000,NULL,9.533201,2011-07-27 15:50:47.000,NULL,76.002629,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 21:48:40.000,Ashley,2011-05-24 15:59:47.000,Yes,NULL,Rate Increase Notification,2010-03-12 08:00:00.000,2011-02-03 08:00:00.000,Female,1933-04-15 07:00:00.000,73,NULL,NULL,NULL,NULL,DE,Single Life,UL,ROP,NULL,NULL,Q6UJ9A008C2O,21,Midas,NULL,NULL,Yes,2017-02-07 21:48:24.000,2017-04-26 21:04:48.000,NULL,NULL,NULL,F,9.533201,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Pacifica,Own,F,T,F,F,F,F,NULL,2017-04-26 21:04:42.000,2017-02-24 18:56:03.943,Rate Increase Notification,2017-02-07 21:49:57.000,2017-02-07 21:50:06.000,282261830,NULL,T,26111100.0000,NULL,NULL,NULL,NULL
"Wollman, Jack",91.12,NULL,NULL,NULL,Phoenix,97516394,10000000.00,PAUL II,,NULL,2009-05-22 00:19:00.000,2006-02-10 08:00:00.000,NULL,2017-04-05 07:00:00.000,2017-07-10 07:00:00.513,2017-09-10 07:00:00.513,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:52:56.463,2017-02-09 22:25:04.000,Sabine,2008-12-08 08:00:00.000,Shannon,2017-04-25 19:03:47.000,NULL,NULL,NULL,NULL,NULL,2017-02-14 18:30:10.000,NULL,2017-02-24 18:30:52.787,Yes,2017-02-14 18:28:09.000,NULL,9.303090,2011-07-26 21:49:05.000,NULL,76.035502,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 21:47:17.000,Ashley,2011-05-23 17:16:02.000,Yes,NULL,Rate Increase Notification,2010-03-12 08:00:00.000,2011-02-10 08:00:00.000,Male,1926-10-10 07:00:00.000,79,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A008C2D,21,Midas,NULL,NULL,Yes,2017-02-14 18:30:03.000,2017-04-25 19:03:47.000,NULL,NULL,NULL,F,9.303090,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Pacifica,Own,F,T,F,F,F,F,2008-11-20 08:00:00.000,2017-04-25 19:03:37.000,2017-03-09 22:25:38.903,Rate Increase Notification,2017-02-14 18:28:03.000,2017-02-14 18:28:09.000,125187491,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
"Yoon, Jung",87.24,NULL,NULL,NULL,Phoenix,97516389,10000000.00,PAUL II,,NULL,2009-05-14 22:03:10.000,2006-02-08 08:00:00.000,NULL,2017-04-05 07:00:00.000,2017-07-08 07:00:00.610,2017-09-08 07:00:00.610,NULL,100,2017-07-26 07:00:00.000,2017-07-27 17:54:47.560,2017-02-07 22:12:36.000,NULL,NULL,Shannon,2017-04-25 19:11:53.000,NULL,NULL,NULL,NULL,NULL,2017-02-14 18:26:10.000,NULL,2017-02-24 18:26:56.230,Yes,2017-02-14 18:24:47.000,NULL,9.303090,2011-07-26 21:48:13.000,NULL,76.035502,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:07:59.000,Ashley,2011-05-23 17:16:28.000,Yes,NULL,Rate Increase Notification,2010-03-12 08:00:00.000,2011-02-08 08:00:00.000,Male,1930-08-30 07:00:00.000,75,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A008ESU,21,Midas,NULL,NULL,Yes,2017-02-14 18:26:04.000,2017-04-25 19:11:53.000,NULL,NULL,NULL,F,9.303090,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Pacifica,Own,F,T,F,F,F,F,NULL,2017-04-25 19:11:43.000,2017-03-09 22:13:20.257,Rate Increase Notification,2017-02-14 18:24:40.000,2017-02-14 18:24:47.000,066523558,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
"Cohen, Gloria",84.98,NULL,NULL,NULL,Phoenix,97522289,3250000.00,PAUL III 0906,,NULL,2011-04-15 22:38:36.000,2007-06-02 07:00:00.000,NULL,2016-06-16 07:00:00.000,2017-07-02 07:00:00.843,2017-09-02 07:00:00.843,NULL,100,2017-07-26 07:00:00.000,2017-07-27 20:27:16.787,2017-06-01 21:42:50.000,Shannon,2012-06-12 22:46:28.000,Shannon,2017-06-05 15:21:56.000,NULL,NULL,NULL,NULL,NULL,2017-01-25 17:47:58.000,NULL,2017-02-24 17:49:07.833,Yes,2017-01-25 17:49:33.000,NULL,9.960552,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:50:09.000,Scott,2011-05-23 23:27:46.000,Yes,NULL,Rate Increase Notification,2011-10-24 07:00:00.000,2012-06-02 07:00:00.000,Female,1932-12-02 08:00:00.000,74,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A003MAV,9,Oceanus,"Kappos, Chris",2007-06-28 08:00:00.000,Yes,2017-01-25 17:47:48.000,2017-06-05 15:21:56.000,2009-06-03 10:58:34.000,NULL,T,F,9.960552,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1:Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,F,2012-06-11 16:00:12.000,2017-06-05 15:21:50.000,2017-06-14 21:43:41.837,Rate Increase Notification,2017-01-25 17:49:25.000,2017-01-25 17:49:33.000,054260875,NULL,F,3250000.0000,NULL,NULL,NULL,NULL
"Dee, John",83.31,NULL,NULL,NULL,Phoenix,97521087,2500000.00,PAUL III 0906,,NULL,2011-03-31 22:39:24.000,2007-02-02 08:00:00.000,NULL,2017-04-05 07:00:00.000,2017-07-02 07:00:00.120,2017-09-02 07:00:00.120,NULL,100,2017-07-26 07:00:00.000,2017-07-27 20:29:43.070,2017-02-01 18:53:34.000,NULL,NULL,Lauren,2017-04-25 16:19:45.000,NULL,NULL,NULL,NULL,NULL,2017-02-08 21:42:10.000,NULL,2017-02-24 21:42:51.127,Yes,2017-02-08 21:43:20.000,NULL,9.500328,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 21:58:33.000,Ashley,2011-05-23 07:00:00.000,Yes,NULL,Rate Increase Notification,2011-10-17 07:00:00.000,2012-02-22 08:00:00.000,Male,1934-08-04 07:00:00.000,72,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A003HIU,9,Oceanus,"Williams, D. John",2007-03-30 08:00:00.000,Yes,2017-02-08 21:42:04.000,2017-04-25 16:19:45.000,2009-03-17 11:41:40.000,NULL,T,F,9.500328,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1:Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,F,NULL,2017-04-25 16:19:38.000,2017-02-24 18:54:40.297,Rate Increase Notification,2017-02-08 21:43:15.000,2017-02-08 21:43:20.000,307343583,NULL,F,2500000.0000,NULL,NULL,NULL,NULL
"Frye, Ruth",85.13,NULL,NULL,NULL,Phoenix,97528331,10000000.00,PAUL III 1107,,NULL,2011-10-17 21:39:50.000,2008-04-06 08:00:00.000,NULL,2017-05-12 07:00:00.000,2017-07-06 07:00:00.403,2017-09-06 07:00:00.403,NULL,100,2017-07-26 07:00:00.000,2017-07-27 20:31:53.350,2017-04-05 16:41:14.000,NULL,NULL,Shannon,2017-04-07 15:10:46.000,NULL,NULL,NULL,NULL,NULL,2017-02-16 18:48:34.000,NULL,2017-02-23 18:49:12.500,Yes,2017-02-16 18:47:18.000,NULL,9.237343,NULL,NULL,NULL,NULL,NULL,2011-05-23 16:05:27.000,Trust,2011-05-25 16:05:29.000,Sabine,2011-05-26 21:34:10.000,Yes,NULL,Rate Increase Notification,2011-10-24 07:00:00.000,2012-04-06 07:00:00.000,Female,1932-10-06 08:00:00.000,75,NULL,NULL,NULL,NULL,MN,Single Life,UL,Level,NULL,NULL,Q6UJ9A009901,24,PFG,NULL,2008-05-08 08:00:00.000,Yes,2017-02-16 18:48:30.000,2017-04-07 15:10:46.000,NULL,NULL,NULL,F,9.237343,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Surrender,NULL,NULL,NULL,Pacifica,Surrender,F,T,F,F,F,F,NULL,2017-04-07 15:10:39.000,2017-04-27 16:42:16.423,Rate Increase Notification,2017-02-16 18:47:06.000,2017-02-16 18:47:18.000,500401413,NULL,F,10000000.0000,NULL,NULL,NULL,NULL
"Gorwitz, Roger",81.71,NULL,NULL,NULL,Phoenix,97527218,6000000.00,PAUL III 1107,,NULL,2011-03-31 22:43:31.000,2007-09-07 07:00:00.000,NULL,2016-09-30 07:00:00.000,2017-07-07 07:00:00.160,2017-09-07 07:00:00.160,NULL,100,2017-07-26 07:00:00.000,2017-07-27 20:33:12.107,2016-09-06 17:41:37.000,Sabine,2009-09-16 16:17:12.000,Lauren,2017-04-25 17:37:16.000,NULL,NULL,NULL,NULL,NULL,2017-02-10 21:51:28.000,NULL,2017-02-24 21:52:14.847,Yes,2017-02-10 21:52:45.000,NULL,9.434582,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 20:13:26.000,Ashley,2011-05-23 17:35:33.000,Yes,NULL,Rate Increase Notification,2011-10-31 07:00:00.000,2012-09-07 07:00:00.000,Male,1936-03-08 08:00:00.000,71,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A005P2E,9,Oceanus,"Williams, D. John",2008-02-05 08:00:00.000,Yes,2017-02-10 21:51:20.000,2017-04-25 17:37:16.000,2009-08-07 08:23:52.000,T,NULL,F,9.434582,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1: Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,F,2009-09-15 15:42:16.000,2017-04-25 17:37:11.000,2016-09-22 17:42:02.183,Rate Increase Notification,2017-02-10 21:52:39.000,2017-02-10 21:52:45.000,393329970,NULL,F,6000000.0000,NULL,NULL,NULL,NULL
"Gosch, Gwenyth",87.54,NULL,NULL,NULL,Phoenix,97515342,2000000.00,PAUL II,,NULL,NULL,2005-11-12 08:00:00.000,NULL,2017-01-04 08:00:00.000,2017-07-12 07:00:00.583,2017-09-12 07:00:00.583,NULL,100,2017-07-26 07:00:00.000,2017-07-27 20:34:20.530,2016-11-11 22:18:48.000,Kathy,2010-11-30 16:32:00.000,Lauren,2017-04-25 17:37:51.000,NULL,NULL,NULL,NULL,NULL,2017-02-14 21:47:34.000,NULL,2017-02-23 21:48:17.937,Yes,2017-02-14 21:46:08.000,NULL,9.303090,2011-07-27 21:20:38.000,NULL,76.002629,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rate Increase Notification,2010-03-29 07:00:00.000,2010-11-12 08:00:00.000,Female,1930-05-12 07:00:00.000,75,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,Spurling Group LLC,Q6UJ9A002A99,0,MCC,NULL,2005-12-02 08:00:00.000,Yes,2017-02-14 21:47:29.000,2017-04-25 17:37:51.000,NULL,NULL,NULL,F,9.303090,Surrender,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,AIG,Surrender,F,T,F,F,F,F,2010-11-16 16:10:03.000,2017-04-25 17:37:46.000,2016-12-02 22:19:17.327,Rate Increase Notification,2017-02-14 21:46:03.000,2017-02-14 21:46:08.000,556322231,NULL,F,2000000.0000,NULL,NULL,NULL,NULL
"Gottlieb, Charlotte",86.38,NULL,NULL,NULL,Phoenix,97516106,20000000.00,PAUL II,,NULL,2009-05-05 00:06:39.000,2006-01-08 08:00:00.000,NULL,2017-01-19 08:00:00.000,2017-07-08 07:00:00.243,2017-09-08 07:00:00.243,NULL,100,2017-07-26 07:00:00.000,2017-07-27 20:35:33.193,2017-01-07 18:45:10.000,NULL,NULL,Lauren,2017-04-25 17:38:27.000,NULL,NULL,NULL,NULL,NULL,2017-02-07 21:39:13.000,NULL,2017-02-23 21:40:35.537,Yes,2017-02-07 21:41:54.000,NULL,9.533201,2011-07-25 21:15:29.000,NULL,76.068376,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:06:00.000,Ashley,2011-05-24 23:00:01.000,Yes,NULL,Rate Increase Notification,2010-03-12 08:00:00.000,2011-01-08 08:00:00.000,Female,1931-07-10 07:00:00.000,74,NULL,NULL,NULL,NULL,DE,Single Life,UL,ROP,NULL,NULL,Q6UJ9A008CPX,21,Midas,NULL,NULL,Yes,2017-02-07 21:38:51.000,2017-04-25 17:38:27.000,NULL,NULL,NULL,F,9.533201,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,NULL,NULL,NULL,NULL,Pacifica,Own,F,T,F,F,F,F,NULL,2017-04-25 17:38:22.000,2017-01-19 18:45:34.530,Rate Increase Notification,2017-02-07 21:41:43.000,2017-02-07 21:41:54.000,042249368,NULL,T,26998866.5200,NULL,NULL,NULL,NULL
"Heffron, John Paul",82.19,NULL,NULL,NULL,Phoenix,97521493,3000000.00,PAUL III 0906,,NULL,2011-06-09 23:38:07.000,2007-03-15 07:00:00.000,NULL,2017-04-05 07:00:00.000,2017-07-15 07:00:00.437,2017-09-15 07:00:00.437,NULL,100,2017-07-26 07:00:00.000,2017-07-27 20:37:16.387,2017-03-14 17:43:45.000,Sabine,2009-05-01 20:39:45.000,Lauren,2017-04-25 17:39:01.000,NULL,NULL,NULL,NULL,NULL,2017-03-01 21:19:18.000,NULL,2017-03-02 21:19:56.280,Yes,2017-03-01 21:17:46.000,NULL,8.809993,NULL,NULL,NULL,NULL,NULL,2010-09-02 07:00:00.000,Carrier,2010-09-02 18:24:44.000,Sabine,2010-09-02 21:10:11.000,Yes,NULL,Rate Increase Notification,2011-10-24 07:00:00.000,2012-03-15 07:00:00.000,Male,1935-09-17 07:00:00.000,71,NULL,NULL,NULL,NULL,WI,Single Life,UL,ROP,NULL,NULL,Q6UJ9A0036VB,1,Lonsdale,"Brouner, J. Frederic",2007-08-23 15:51:15.000,Yes,2017-03-01 21:19:12.000,2017-04-25 17:39:01.000,NULL,NULL,NULL,F,8.809993,Surrender,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Surrender,NULL,NULL,NULL,Pacifica,Surrender,F,T,F,F,F,F,2009-04-06 07:00:00.000,2017-04-25 17:38:56.000,2017-03-29 17:44:58.777,Rate Increase Notification,2017-03-01 21:17:40.000,2017-03-01 21:17:46.000,522469536,NULL,T,3700696.0000,NULL,NULL,NULL,NULL
"Hipp, Valerie",85.73,NULL,NULL,NULL,Phoenix,97519088,5000000.00,PAUL III,,NULL,2011-06-09 23:30:18.000,2006-11-04 01:54:20.000,NULL,2017-01-04 08:00:00.000,2017-07-03 07:00:00.667,2017-09-03 07:00:00.667,NULL,100,2017-07-26 07:00:00.000,2017-07-27 20:38:52.613,2016-11-02 21:21:04.000,NULL,NULL,Lauren,2017-04-25 17:39:41.000,NULL,NULL,NULL,NULL,NULL,2017-02-15 18:47:07.000,NULL,2017-02-24 18:47:55.010,Yes,2017-02-15 18:45:50.000,NULL,9.270216,2011-07-26 18:23:30.000,NULL,76.035502,NULL,NULL,2010-09-21 16:11:33.000,Trust,2010-09-22 16:11:34.000,Sabine,2010-09-22 22:04:04.000,Yes,NULL,Rate Increase Notification,2010-03-29 07:00:00.000,2010-11-03 07:00:00.000,Female,1932-03-01 08:00:00.000,75,NULL,NULL,NULL,NULL,WI,Single Life,UL,ROP,NULL,NULL,Q6UJ9A0036LE,4,Lonsdale,"Brouner, J. Frederic",2007-01-24 16:20:26.000,Yes,2017-02-15 18:47:00.000,2017-04-25 17:39:41.000,NULL,NULL,NULL,F,9.270216,Surrender,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Surrender,NULL,NULL,NULL,Pacifica,Surrender,F,T,F,F,F,F,NULL,2017-04-25 17:39:35.000,2016-12-02 22:21:28.750,Rate Increase Notification,2017-02-15 18:45:42.000,2017-02-15 18:45:50.000,262502674,NULL,T,6963968.0000,NULL,NULL,NULL,NULL
"Hogan, Ellen W.",79.01,NULL,NULL,NULL,Phoenix,97522947,1265000.00,PAUL III 0906,,NULL,NULL,2007-08-15 11:00:00.000,NULL,2016-08-31 07:00:00.000,2017-07-15 07:00:00.180,2017-09-15 07:00:00.180,NULL,100,2017-07-26 07:00:00.000,2017-07-27 20:40:18.123,2016-08-14 16:00:47.000,NULL,NULL,Lauren,2017-04-25 17:40:16.000,NULL,NULL,NULL,NULL,NULL,2017-02-07 19:09:15.000,NULL,2017-02-24 19:10:09.200,Yes,2017-02-07 19:10:33.000,NULL,9.533201,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rate Increase Notification,2014-03-28 22:15:52.000,2011-11-01 22:15:56.000,female,1938-11-22 11:00:00.000,69,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A0095CQ,201,Fortress,NULL,NULL,Yes,2017-02-07 19:08:58.000,2017-04-25 17:40:16.000,NULL,NULL,NULL,F,9.533201,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",NULL,NULL,NULL,NULL,NULL,NULL,NULL,F,T,F,F,F,F,NULL,2017-04-25 17:40:10.000,2016-08-31 16:01:02.523,Rate Increase Notification,2017-02-07 19:10:28.000,2017-02-07 19:10:33.000,526421939,NULL,F,1265000.0000,NULL,NULL,NULL,NULL
"Howard, Marvin",81.14,Policy,DB,Infinite,Phoenix,97522622,4500000.00,PAUL III 0906,,NULL,2011-03-22 23:29:27.000,2007-04-01 07:00:00.000,NULL,2017-05-12 07:00:00.000,2017-07-01 07:00:00.447,2017-09-01 07:00:00.447,NULL,100,2017-07-26 07:00:00.000,2017-07-27 20:47:32.397,2017-03-31 16:31:59.000,Crystal,2009-04-17 16:18:10.000,Shannon,2017-04-04 15:03:50.000,NULL,NULL,NULL,NULL,NULL,2017-01-27 18:08:40.000,NULL,2017-02-24 18:09:33.650,Yes,2017-01-27 18:10:05.000,NULL,9.894806,NULL,NULL,NULL,NULL,NULL,2011-05-20 07:00:00.000,Carrier,2011-05-20 22:26:17.000,Sabine,2011-05-23 23:29:10.000,Yes,NULL,Rate Increase Notification,2011-10-24 07:00:00.000,2012-04-01 07:00:00.000,Male,1936-10-03 07:00:00.000,70,NULL,NULL,NULL,NULL,CA,Single Life,UL,Level,NULL,NULL,Q6UJ9A003UES,11,Oceanus,"Bolton, G. Jeffrey",2007-07-13 07:00:00.000,Yes,2017-01-27 18:08:23.000,2017-04-04 15:03:50.000,2009-08-07 08:24:08.000,T,NULL,F,9.894806,NULL,NULL,Y,"U.S. Bank National Association, as Securities Intermediary",VOC,Option 1: Exercise,NULL,NULL,NULL,Pacifica,Option Exercised,F,T,F,F,F,F,2009-04-02 07:00:00.000,2017-04-04 15:03:44.000,2017-04-27 16:55:42.373,Rate Increase Notification,2017-01-27 18:09:57.000,2017-01-27 18:10:05.000,116280537,NULL,F,4500000.0000,NULL,NULL,NULL,NULL
